_id	Tarih	Omerli	Darlik	Elmali	Terkos	Alibey	Buyukcekmece	Sazlidere	Kazandere	Pabucdere	Istrancalar
3754	2021-11-04T00:00:00	96,88%	94,81%	93,96%	74,97%	67,00%	76,22%	41,93%	71,83%	70,22%	86,44%
3755	2021-12-04T00:00:00	97,21%	95,34%	94,54%	75,33%	67,19%	76,41%	42,26%	72,46%	71,05%	82,70%
3756	2021-04-13T00:00:00	97,29%	95,55%	94,63%	75,51%	67,28%	76,59%	42,47%	72,53%	71,41%	78,39%
3757	2021-04-14T00:00:00	97,29%	95,82%	95,00%	75,69%	67,28%	76,59%	42,59%	72,46%	71,15%	73,69%
3758	2021-04-15T00:00:00	97,38%	96,14%	94,90%	75,87%	67,00%	76,78%	42,59%	73,59%	72,20%	68,73%
3759	2021-04-16T00:00:00	97,29%	96,41%	95,00%	76,24%	67,10%	76,97%	42,72%	74,70%	73,15%	62,02%
3760	2021-04-17T00:00:00	97,21%	96,62%	94,63%	76,42%	67,10%	76,97%	42,78%	74,52%	73,51%	58,85%
3761	2021-04-18T00:00:00	97,29%	96,67%	94,71%	76,60%	67,00%	76,97%	42,78%	74,79%	73,42%	55,68%
3762	2021-04-19T00:00:00	97,38%	96,72%	94,63%	76,78%	66,91%	76,97%	42,85%	74,79%	73,79%	53,23%
3763	2021-04-20T00:00:00	97,21%	96,83%	95,10%	77,14%	67,00%	77,16%	43,04%	74,70%	73,89%	55,71%
3764	2021-04-21T00:00:00	96,96%	97,15%	95,31%	77,32%	66,91%	77,16%	43,24%	76,27%	75,61%	58,61%
3765	2021-04-22T00:00:00	96,54%	97,20%	95,21%	77,69%	66,63%	77,16%	43,38%	77,05%	76,53%	58,50%
3766	2021-04-23T00:00:00	96,21%	97,31%	95,21%	77,87%	66,35%	77,16%	43,45%	77,52%	76,70%	56,00%
3767	2021-04-24T00:00:00	95,87%	97,36%	95,31%	78,24%	66,26%	77,35%	43,38%	77,67%	76,87%	53,56%
3768	2021-04-25T00:00:00	95,70%	97,42%	95,31%	78,60%	66,26%	77,16%	43,38%	77,75%	77,13%	50,39%
3769	2021-04-26T00:00:00	95,79%	97,52%	95,31%	78,78%	66,26%	77,16%	43,31%	76,90%	76,78%	49,22%
3770	2021-04-27T00:00:00	95,79%	97,58%	94,54%	78,78%	66,07%	77,16%	43,38%	76,55%	76,53%	49,97%
3771	2021-04-28T00:00:00	95,70%	97,58%	94,38%	78,97%	65,89%	76,97%	43,38%	76,20%	76,45%	51,43%
3772	2021-04-29T00:00:00	95,37%	97,63%	94,29%	79,15%	65,70%	76,97%	43,38%	76,34%	76,30%	52,50%
3773	2021-04-30T00:00:00	94,79%	97,58%	94,04%	79,15%	65,42%	76,97%	43,38%	76,10%	76,22%	53,44%
3774	2021-01-05T00:00:00	94,21%	97,47%	94,13%	79,15%	65,24%	76,97%	43,52%	76,01%	75,90%	53,64%
3775	2021-02-05T00:00:00	93,63%	97,36%	93,96%	79,33%	65,05%	76,78%	43,59%	76,41%	75,30%	53,85%
3776	2021-03-05T00:00:00	93,05%	97,20%	93,79%	79,33%	64,87%	76,78%	43,65%	74,79%	74,48%	53,75%
3777	2021-04-05T00:00:00	92,56%	96,88%	93,04%	79,33%	64,32%	76,78%	43,52%	74,70%	74,28%	53,81%
3778	2021-05-05T00:00:00	91,90%	96,62%	92,71%	79,51%	63,77%	76,59%	43,45%	74,61%	73,51%	53,82%
3779	2021-06-05T00:00:00	91,41%	96,41%	92,71%	79,51%	63,40%	76,41%	43,45%	73,76%	72,87%	53,82%
3780	2021-07-05T00:00:00	90,76%	95,98%	92,46%	79,70%	63,13%	76,41%	43,45%	73,43%	72,62%	53,57%
3781	2021-08-05T00:00:00	90,03%	95,82%	92,54%	79,51%	62,77%	76,41%	43,45%	72,46%	71,88%	53,43%
3782	2021-09-05T00:00:00	89,59%	95,55%	91,88%	79,51%	62,40%	76,22%	43,31%	73,28%	72,45%	53,14%
3783	2021-10-05T00:00:00	89,04%	95,23%	91,29%	79,51%	61,95%	76,03%	43,24%	72,67%	72,28%	52,73%
3784	2021-11-05T00:00:00	88,59%	94,81%	91,04%	79,51%	61,59%	75,84%	43,11%	72,90%	71,49%	51,55%
3785	2021-12-05T00:00:00	87,93%	94,60%	90,96%	79,70%	61,23%	75,65%	43,11%	71,73%	70,22%	50,10%
3786	2021-05-13T00:00:00	87,93%	94,28%	90,46%	79,51%	60,96%	75,47%	43,04%	71,11%	69,45%	48,40%
3787	2021-05-14T00:00:00	87,93%	93,96%	90,13%	79,51%	60,69%	75,28%	43,04%	70,52%	68,90%	46,77%
3788	2021-05-15T00:00:00	87,85%	93,64%	89,71%	79,51%	60,51%	75,10%	43,04%	69,59%	68,36%	45,11%
3789	2021-05-16T00:00:00	87,61%	93,43%	89,46%	79,51%	60,24%	75,10%	43,04%	69,14%	68,03%	42,91%
3790	2021-05-17T00:00:00	87,45%	93,05%	89,54%	79,33%	60,15%	74,92%	43,04%	69,41%	67,31%	41,00%
3791	2021-05-18T00:00:00	87,45%	92,73%	89,38%	79,33%	59,97%	74,73%	42,91%	68,31%	67,01%	38,72%
3792	2021-05-19T00:00:00	87,53%	92,41%	89,04%	79,33%	59,71%	74,55%	42,91%	68,01%	66,48%	37,15%
3793	2021-05-20T00:00:00	87,61%	92,06%	88,71%	79,33%	59,44%	74,37%	42,78%	67,25%	66,07%	35,00%
3794	2021-05-21T00:00:00	87,53%	91,70%	88,29%	79,51%	59,26%	74,37%	42,59%	67,45%	65,48%	32,56%
3795	2021-05-22T00:00:00	87,85%	91,60%	89,88%	79,70%	59,53%	74,37%	42,59%	68,16%	66,38%	38,41%
3796	2021-05-23T00:00:00	88,33%	91,51%	89,46%	79,70%	59,71%	74,00%	42,72%	67,70%	65,87%	38,12%
3797	2021-05-24T00:00:00	88,68%	91,46%	89,29%	79,70%	59,53%	74,00%	42,66%	67,06%	65,39%	36,41%
3798	2021-05-25T00:00:00	88,95%	91,08%	88,88%	79,70%	59,08%	73,82%	42,47%	66,76%	65,39%	34,64%
3799	2021-05-26T00:00:00	89,04%	90,77%	88,54%	79,70%	58,82%	73,63%	42,34%	66,10%	64,74%	31,79%
3800	2021-05-27T00:00:00	89,13%	90,45%	88,13%	79,51%	58,55%	73,45%	42,01%	65,29%	63,78%	30,91%
3801	2021-05-28T00:00:00	89,13%	90,13%	87,79%	79,51%	58,38%	73,26%	42,10%	64,62%	62,91%	30,88%
3802	2021-05-29T00:00:00	89,13%	89,75%	87,54%	79,51%	58,20%	73,08%	41,93%	63,69%	62,24%	31,03%
3803	2021-05-30T00:00:00	89,22%	89,43%	87,04%	79,51%	58,02%	72,90%	41,93%	62,87%	61,68%	30,86%
3804	2021-05-31T00:00:00	89,22%	89,17%	86,63%	79,51%	57,76%	72,71%	41,77%	61,86%	61,09%	30,46%
3805	2021-01-06T00:00:00	89,81%	88,96%	91,21%	80,07%	58,29%	73,08%	42,10%	61,77%	60,52%	30,26%
3806	2021-02-06T00:00:00	90,35%	88,74%	90,88%	80,07%	59,17%	72,90%	42,34%	62,13%	60,32%	30,89%
3807	2021-03-06T00:00:00	90,60%	88,48%	90,54%	80,07%	59,71%	72,90%	42,34%	61,77%	60,12%	30,05%
3808	2021-04-06T00:00:00	90,92%	88,16%	90,04%	80,25%	59,62%	72,71%	42,18%	60,92%	59,86%	29,47%
3809	2021-05-06T00:00:00	91,09%	87,84%	90,29%	80,25%	59,44%	72,71%	42,10%	61,17%	59,08%	29,12%
3810	2021-06-06T00:00:00	91,17%	87,57%	89,96%	80,25%	59,17%	72,53%	42,18%	60,29%	57,90%	28,46%
3811	2021-07-06T00:00:00	91,25%	87,25%	89,79%	80,25%	58,99%	72,53%	42,01%	59,84%	57,07%	28,19%
3812	2021-08-06T00:00:00	91,33%	86,93%	88,88%	80,25%	58,73%	72,35%	41,85%	58,97%	56,30%	27,33%
3813	2021-09-06T00:00:00	91,33%	86,67%	88,38%	80,25%	58,29%	72,16%	41,85%	58,88%	55,61%	27,01%
3814	2021-10-06T00:00:00	91,41%	86,35%	88,13%	80,25%	58,02%	71,98%	41,44%	58,36%	54,86%	26,31%
3815	2021-11-06T00:00:00	91,41%	85,98%	87,88%	80,25%	57,67%	71,80%	41,52%	57,25%	53,95%	26,21%
3816	2021-12-06T00:00:00	91,50%	85,66%	87,46%	80,07%	57,23%	71,61%	41,37%	57,55%	53,25%	25,83%
3817	2021-06-13T00:00:00	91,41%	85,23%	86,96%	80,07%	57,06%	71,61%	41,29%	56,80%	52,61%	25,31%
3818	2021-06-14T00:00:00	91,41%	84,91%	87,63%	79,88%	56,79%	71,25%	41,14%	56,24%	51,96%	25,60%
3819	2021-06-15T00:00:00	91,41%	84,65%	87,63%	79,70%	56,62%	71,06%	41,14%	56,66%	50,90%	25,95%
3820	2021-06-16T00:00:00	91,74%	84,33%	87,46%	79,70%	56,18%	70,88%	40,98%	55,65%	50,08%	27,35%
3821	2021-06-17T00:00:00	92,64%	84,17%	89,54%	79,70%	56,18%	70,88%	41,14%	55,23%	49,90%	28,59%
3822	2021-06-18T00:00:00	93,22%	84,06%	89,38%	79,51%	55,75%	70,88%	40,98%	54,80%	49,17%	29,10%
3823	2021-06-19T00:00:00	93,47%	83,85%	90,13%	79,70%	56,18%	71,06%	41,52%	54,88%	48,54%	31,61%
3824	2021-06-20T00:00:00	93,96%	83,58%	92,38%	79,88%	56,71%	71,06%	41,85%	54,38%	47,78%	32,00%
3825	2021-06-21T00:00:00	94,29%	83,32%	92,13%	79,88%	56,45%	71,06%	42,01%	54,14%	47,15%	31,26%
3826	2021-06-22T00:00:00	94,46%	82,94%	91,88%	79,88%	56,27%	71,06%	42,10%	53,66%	46,51%	30,52%
3827	2021-06-23T00:00:00	94,54%	82,62%	91,54%	79,88%	55,92%	70,88%	42,10%	53,43%	45,98%	29,38%
3828	2021-06-24T00:00:00	94,71%	82,36%	91,38%	79,70%	55,84%	71,06%	42,18%	53,14%	45,34%	28,19%
3829	2021-06-25T00:00:00	95,04%	81,99%	90,88%	79,51%	55,49%	70,88%	42,01%	53,06%	44,42%	27,01%
3830	2021-06-26T00:00:00	95,21%	81,67%	90,46%	79,51%	54,89%	70,70%	41,85%	52,50%	43,71%	25,58%
3831	2021-06-27T00:00:00	95,21%	81,35%	90,13%	79,33%	54,20%	70,51%	41,77%	52,17%	43,12%	24,07%
3832	2021-06-28T00:00:00	95,37%	80,87%	89,79%	79,15%	53,69%	70,33%	41,60%	52,11%	42,56%	22,41%
3833	2021-06-29T00:00:00	95,21%	80,55%	89,79%	78,97%	53,00%	70,33%	41,68%	51,79%	41,76%	21,30%
3834	2021-06-30T00:00:00	95,37%	80,18%	89,29%	78,78%	52,41%	69,96%	41,21%	51,12%	41,03%	20,14%
3835	2021-01-07T00:00:00	95,54%	79,80%	89,04%	78,60%	51,99%	69,78%	41,06%	50,26%	40,06%	19,76%
3836	2021-02-07T00:00:00	95,37%	79,43%	88,54%	78,42%	51,31%	69,59%	40,75%	49,37%	38,98%	20,60%
3837	2021-03-07T00:00:00	95,29%	79,06%	88,38%	78,05%	50,81%	69,04%	40,75%	49,22%	38,20%	21,45%
3838	2021-04-07T00:00:00	95,79%	79,33%	88,13%	77,87%	50,56%	69,04%	40,68%	48,71%	37,64%	22,07%
3839	2021-05-07T00:00:00	95,70%	79,11%	88,04%	77,69%	50,14%	68,68%	40,68%	48,15%	36,82%	22,85%
3840	2021-06-07T00:00:00	95,62%	78,79%	87,21%	77,69%	49,64%	68,49%	40,54%	47,58%	36,14%	23,97%
3841	2021-07-07T00:00:00	96,29%	78,79%	90,38%	77,51%	49,23%	68,49%	40,25%	47,50%	35,71%	24,69%
3842	2021-08-07T00:00:00	96,54%	78,58%	90,13%	77,51%	48,57%	68,31%	39,97%	47,24%	35,34%	25,33%
3843	2021-09-07T00:00:00	96,37%	78,31%	90,04%	77,32%	48,16%	67,94%	39,97%	46,57%	34,77%	25,86%
3844	2021-10-07T00:00:00	96,29%	77,99%	89,79%	77,14%	47,67%	67,39%	39,71%	46,49%	34,02%	26,29%
3845	2021-11-07T00:00:00	96,46%	77,68%	89,63%	77,14%	47,18%	67,39%	39,64%	45,49%	33,17%	26,84%
3846	2021-12-07T00:00:00	96,54%	77,30%	89,29%	76,96%	46,78%	67,21%	39,57%	44,71%	32,60%	26,85%
3847	2021-07-13T00:00:00	96,46%	77,04%	88,88%	76,60%	46,29%	67,03%	39,57%	43,43%	31,96%	27,09%
3848	2021-07-14T00:00:00	96,29%	76,61%	88,63%	76,60%	45,89%	66,66%	39,51%	44,14%	31,33%	27,50%
3849	2021-07-15T00:00:00	96,21%	76,29%	88,38%	76,24%	45,57%	66,48%	39,26%	43,76%	30,65%	27,71%
3850	2021-07-16T00:00:00	96,21%	75,92%	87,96%	76,24%	45,01%	66,29%	39,07%	42,57%	29,95%	28,27%
3851	2021-07-17T00:00:00	96,12%	75,49%	87,54%	76,05%	44,61%	65,93%	38,89%	41,43%	29,05%	28,75%
3852	2021-07-18T00:00:00	96,04%	75,07%	87,29%	75,87%	44,13%	65,74%	38,69%	41,10%	28,39%	29,30%
3853	2021-07-19T00:00:00	96,12%	74,75%	87,04%	75,69%	43,81%	65,56%	38,46%	40,85%	27,84%	29,53%
3854	2021-07-20T00:00:00	96,12%	74,32%	86,88%	75,51%	43,34%	65,38%	38,38%	40,20%	27,27%	27,70%
3855	2021-07-21T00:00:00	96,21%	73,90%	86,71%	75,51%	42,95%	65,19%	38,30%	40,05%	26,63%	27,78%
3856	2021-07-22T00:00:00	96,21%	73,58%	86,02%	75,33%	42,48%	65,01%	38,14%	39,61%	26,20%	28,17%
3857	2021-07-23T00:00:00	96,12%	73,10%	85,73%	75,15%	42,17%	64,64%	38,06%	39,12%	25,55%	28,47%
3858	2021-07-24T00:00:00	96,04%	72,73%	85,36%	74,97%	41,93%	64,27%	37,98%	38,59%	24,89%	28,59%
3859	2021-07-25T00:00:00	95,87%	72,46%	85,15%	74,61%	41,39%	63,91%	37,83%	38,21%	24,18%	26,65%
3860	2021-07-26T00:00:00	95,70%	72,04%	84,85%	74,43%	41,08%	63,54%	37,68%	37,79%	23,74%	30,08%
3861	2021-07-27T00:00:00	95,54%	71,61%	84,56%	74,07%	40,78%	63,17%	37,53%	37,50%	23,12%	30,27%
3862	2021-07-28T00:00:00	95,21%	71,18%	84,34%	73,89%	40,47%	62,99%	37,39%	37,02%	22,48%	30,75%
3863	2021-07-29T00:00:00	95,12%	70,86%	83,91%	73,71%	40,09%	62,81%	37,17%	36,14%	21,80%	30,98%
3864	2021-07-30T00:00:00	94,96%	70,44%	83,40%	73,53%	39,64%	62,62%	37,03%	35,46%	20,80%	31,18%
3865	2021-07-31T00:00:00	94,79%	70,01%	83,10%	73,35%	39,11%	62,26%	36,82%	34,83%	20,12%	33,22%
3866	2021-01-08T00:00:00	94,62%	69,59%	82,89%	73,17%	38,74%	61,89%	36,62%	34,53%	19,53%	33,28%
3867	2021-02-08T00:00:00	94,54%	69,22%	82,67%	72,82%	38,36%	61,71%	36,49%	33,97%	18,82%	33,71%
3868	2021-03-08T00:00:00	94,21%	68,79%	82,45%	72,64%	37,99%	61,52%	36,36%	33,40%	18,18%	33,83%
3869	2021-04-08T00:00:00	94,04%	68,47%	82,30%	72,46%	37,55%	61,15%	36,17%	33,12%	17,59%	33,83%
3870	2021-05-08T00:00:00	93,71%	68,04%	82,08%	72,28%	37,03%	60,79%	35,98%	32,50%	16,75%	33,86%
3871	2021-06-08T00:00:00	93,47%	67,62%	81,21%	71,92%	36,60%	60,60%	35,80%	31,75%	15,84%	34,15%
3872	2021-07-08T00:00:00	93,05%	67,25%	80,55%	71,74%	36,09%	60,42%	35,51%	31,58%	15,18%	34,40%
3873	2021-08-08T00:00:00	92,72%	67,09%	80,26%	71,39%	35,80%	60,05%	35,26%	31,29%	14,79%	34,58%
3874	2021-09-08T00:00:00	92,40%	66,82%	79,97%	71,03%	35,51%	59,69%	35,10%	31,24%	14,15%	34,66%
3875	2021-10-08T00:00:00	91,99%	66,66%	79,04%	70,86%	35,08%	59,32%	34,95%	30,33%	13,41%	34,67%
3876	2021-11-08T00:00:00	91,66%	66,29%	78,92%	70,68%	34,80%	59,14%	34,72%	30,09%	12,74%	34,93%
3877	2021-12-08T00:00:00	91,50%	65,86%	78,54%	70,32%	34,30%	58,95%	34,43%	29,90%	12,06%	35,09%
3878	2021-08-13T00:00:00	91,33%	65,44%	78,10%	69,97%	33,74%	58,59%	34,21%	29,76%	11,47%	34,63%
3879	2021-08-14T00:00:00	91,17%	65,01%	77,60%	69,62%	33,39%	58,22%	34,00%	29,24%	10,63%	34,08%
3880	2021-08-15T00:00:00	90,92%	64,69%	77,35%	69,44%	32,97%	57,85%	33,86%	29,08%	9,86%	33,57%
3881	2021-08-16T00:00:00	90,76%	64,27%	76,73%	69,26%	32,62%	57,48%	33,72%	28,27%	9,28%	32,94%
3882	2021-08-17T00:00:00	90,52%	63,79%	76,29%	68,91%	32,14%	57,30%	33,52%	27,65%	8,37%	31,98%
3883	2021-08-18T00:00:00	90,35%	63,36%	76,10%	68,73%	31,73%	56,94%	33,33%	27,21%	7,54%	31,47%
3884	2021-08-19T00:00:00	90,19%	63,00%	75,67%	68,56%	31,26%	56,76%	33,13%	26,93%	6,96%	30,29%
3885	2021-08-20T00:00:00	89,96%	62,71%	75,04%	68,21%	31,12%	56,41%	32,95%	26,73%	6,44%	29,75%
3886	2021-08-21T00:00:00	89,81%	62,45%	74,79%	68,03%	30,85%	56,05%	32,77%	25,99%	5,76%	29,94%
3887	2021-08-22T00:00:00	89,67%	62,15%	74,48%	67,86%	30,31%	55,70%	32,41%	25,27%	4,64%	30,26%
3888	2021-08-23T00:00:00	89,52%	61,90%	74,17%	67,51%	30,05%	55,34%	32,25%	24,67%	3,77%	30,69%
3889	2021-08-24T00:00:00	89,38%	61,57%	73,85%	67,15%	29,78%	54,99%	32,13%	23,46%	2,92%	31,08%
3890	2021-08-25T00:00:00	89,13%	61,24%	73,54%	66,98%	29,39%	54,63%	32,02%	22,08%	2,13%	31,21%
3891	2021-08-26T00:00:00	88,77%	60,94%	73,17%	66,80%	29,12%	54,45%	31,80%	20,92%	2,10%	29,55%
3892	2021-08-27T00:00:00	88,41%	60,68%	72,54%	66,45%	28,73%	54,28%	31,66%	19,80%	2,13%	31,04%
3893	2021-08-28T00:00:00	88,25%	60,39%	72,17%	66,28%	28,41%	53,92%	31,44%	18,76%	2,16%	24,63%
3894	2021-08-29T00:00:00	88,09%	60,10%	71,85%	66,11%	28,02%	53,74%	31,15%	17,44%	2,01%	19,57%
3895	2021-08-30T00:00:00	87,77%	59,84%	71,48%	65,93%	27,70%	53,39%	30,88%	16,47%	1,92%	20,25%
3896	2021-08-31T00:00:00	87,45%	59,55%	71,17%	65,76%	27,31%	53,03%	30,60%	15,24%	2,04%	20,67%
3897	2021-01-09T00:00:00	87,13%	59,21%	70,54%	65,41%	27,06%	52,85%	30,41%	14,09%	2,10%	20,88%
3898	2021-02-09T00:00:00	86,81%	58,92%	70,04%	65,24%	26,55%	52,50%	30,10%	13,15%	2,23%	21,85%
3899	2021-03-09T00:00:00	86,41%	58,63%	69,48%	65,06%	26,36%	52,32%	29,91%	12,22%	2,36%	21,93%
3900	2021-04-09T00:00:00	86,17%	58,37%	69,17%	64,72%	26,18%	51,97%	29,79%	10,87%	2,39%	22,48%
3901	2021-05-09T00:00:00	85,94%	58,15%	68,79%	64,37%	25,99%	51,61%	29,67%	10,29%	2,43%	23,22%
3902	2021-06-09T00:00:00	85,70%	57,82%	68,42%	63,85%	25,62%	51,43%	29,38%	9,68%	2,49%	23,20%
3903	2021-07-09T00:00:00	85,46%	57,49%	68,35%	63,33%	25,37%	51,08%	29,27%	10,07%	2,70%	23,73%
3904	2021-08-09T00:00:00	85,30%	57,23%	68,17%	62,82%	25,12%	50,72%	29,11%	9,42%	2,74%	24,37%
3905	2021-09-09T00:00:00	85,06%	56,94%	67,92%	62,47%	24,94%	50,37%	28,95%	9,29%	2,53%	24,85%
3906	2021-10-09T00:00:00	84,67%	56,64%	67,67%	62,13%	24,76%	50,19%	28,76%	8,97%	2,49%	25,32%
3907	2021-11-09T00:00:00	84,35%	56,42%	67,23%	61,96%	24,63%	50,01%	28,61%	8,46%	2,63%	25,75%
3908	2021-12-09T00:00:00	84,12%	56,16%	66,67%	61,79%	24,45%	49,83%	28,37%	8,08%	2,49%	26,09%
3909	2021-09-13T00:00:00	83,96%	55,87%	66,48%	61,44%	24,15%	49,66%	28,21%	7,71%	2,46%	26,35%
3910	2021-09-14T00:00:00	83,80%	55,58%	66,04%	61,10%	23,91%	49,48%	27,91%	7,85%	2,49%	26,65%
3911	2021-09-15T00:00:00	83,65%	55,25%	65,73%	60,93%	23,73%	49,30%	27,62%	7,69%	2,56%	24,45%
3912	2021-09-16T00:00:00	83,33%	54,99%	65,42%	60,59%	23,49%	48,95%	27,32%	7,82%	2,60%	27,10%
3913	2021-09-17T00:00:00	83,02%	54,66%	64,79%	60,25%	23,31%	48,77%	27,12%	7,66%	2,56%	27,31%
3914	2021-09-18T00:00:00	82,79%	54,40%	64,48%	59,91%	22,96%	48,59%	26,98%	7,43%	2,33%	27,65%
3915	2021-09-19T00:00:00	82,55%	54,11%	64,29%	59,57%	22,72%	48,41%	26,78%	7,45%	2,49%	27,87%
3916	2021-09-20T00:00:00	82,32%	53,84%	64,04%	59,23%	22,55%	48,06%	26,58%	7,30%	2,56%	28,53%
3917	2021-09-21T00:00:00	82,08%	53,54%	63,29%	58,89%	22,08%	47,88%	26,27%	7,28%	2,77%	28,60%
3918	2021-09-22T00:00:00	81,69%	53,22%	62,92%	58,55%	21,73%	47,70%	26,08%	7,30%	2,92%	28,15%
3919	2021-09-23T00:00:00	81,46%	52,97%	63,54%	58,38%	21,56%	47,35%	25,90%	7,09%	2,85%	28,46%
3920	2021-09-24T00:00:00	81,77%	52,82%	63,85%	58,38%	22,08%	47,35%	25,84%	7,02%	2,88%	29,08%
3921	2021-09-25T00:00:00	81,54%	52,53%	63,67%	58,04%	21,91%	47,17%	25,73%	6,99%	2,92%	28,41%
3922	2021-09-26T00:00:00	81,38%	52,20%	63,35%	57,71%	21,73%	46,99%	25,61%	7,06%	3,03%	27,30%
3923	2021-09-27T00:00:00	81,15%	51,90%	62,85%	57,37%	21,50%	46,82%	25,44%	6,87%	2,96%	27,34%
3924	2021-09-28T00:00:00	80,84%	51,61%	62,67%	57,20%	21,33%	46,64%	25,29%	6,83%	2,92%	27,01%
3925	2021-09-29T00:00:00	80,61%	51,35%	62,17%	56,87%	21,05%	46,46%	25,08%	7,17%	3,00%	23,75%
3926	2021-09-30T00:00:00	80,38%	51,13%	61,79%	56,53%	20,82%	46,46%	24,94%	7,40%	3,07%	21,84%
3927	2021-01-10T00:00:00	80,07%	50,87%	61,42%	56,03%	20,71%	46,28%	24,79%	7,60%	3,19%	21,67%
3928	2021-02-10T00:00:00	79,84%	50,62%	61,17%	55,69%	20,54%	46,10%	24,65%	7,77%	3,15%	22,11%
3929	2021-03-10T00:00:00	79,45%	50,32%	60,85%	55,36%	20,43%	46,10%	24,52%	8,02%	3,19%	22,33%
3930	2021-04-10T00:00:00	79,07%	50,03%	60,60%	55,03%	20,15%	45,93%	24,32%	8,20%	3,15%	22,73%
3931	2021-05-10T00:00:00	78,61%	49,70%	60,16%	54,69%	19,93%	45,57%	24,19%	8,36%	3,22%	23,11%
3932	2021-06-10T00:00:00	78,07%	49,40%	59,84%	54,36%	19,76%	45,39%	24,05%	8,64%	3,25%	22,79%
3933	2021-07-10T00:00:00	77,76%	49,15%	59,53%	54,03%	19,54%	45,39%	23,87%	8,72%	3,15%	24,17%
3934	2021-08-10T00:00:00	77,15%	48,82%	59,22%	53,70%	19,16%	45,22%	23,74%	8,85%	3,03%	24,61%
3935	2021-09-10T00:00:00	76,55%	48,60%	59,06%	53,53%	18,99%	45,04%	23,68%	8,99%	3,19%	23,93%
3936	2021-10-10T00:00:00	76,01%	48,30%	59,11%	53,37%	18,83%	45,22%	23,62%	9,35%	3,62%	27,33%
3937	2021-11-10T00:00:00	75,56%	48,01%	58,91%	53,20%	18,67%	45,04%	23,55%	9,45%	3,07%	29,45%
3938	2021-12-10T00:00:00	75,18%	47,68%	58,85%	52,87%	18,51%	45,04%	23,43%	9,48%	2,60%	30,44%
3939	2021-10-13T00:00:00	74,96%	47,42%	58,65%	52,87%	18,40%	45,04%	23,43%	9,89%	3,00%	32,26%
3940	2021-10-14T00:00:00	74,58%	47,13%	58,23%	52,54%	18,24%	44,86%	23,43%	10,29%	3,32%	33,67%
3941	2021-10-15T00:00:00	74,28%	46,79%	58,02%	52,21%	18,08%	44,68%	23,32%	10,41%	2,74%	34,26%
3942	2021-10-16T00:00:00	74,06%	46,54%	57,81%	51,88%	17,97%	44,68%	23,32%	10,43%	2,43%	34,85%
3943	2021-10-17T00:00:00	74,36%	46,28%	57,92%	51,88%	17,82%	44,86%	23,20%	10,80%	2,04%	35,80%
3944	2021-10-18T00:00:00	74,36%	46,21%	57,97%	51,55%	17,71%	44,68%	23,03%	11,20%	2,56%	36,28%
3945	2021-10-19T00:00:00	74,13%	45,99%	57,66%	51,23%	17,50%	44,51%	22,97%	11,60%	3,07%	36,46%
3946	2021-10-20T00:00:00	73,91%	45,62%	57,60%	51,06%	17,29%	44,33%	22,86%	11,73%	2,63%	36,79%
3947	2021-10-21T00:00:00	73,83%	45,36%	56,93%	50,74%	17,08%	44,33%	22,91%	11,42%	2,88%	37,27%
3948	2021-10-22T00:00:00	73,76%	45,03%	56,72%	50,41%	16,88%	44,15%	22,86%	11,07%	2,85%	37,62%
3949	2021-10-23T00:00:00	73,68%	44,74%	56,41%	50,08%	16,72%	43,97%	22,86%	10,80%	2,81%	37,98%
3950	2021-10-24T00:00:00	73,38%	44,44%	56,15%	49,92%	16,47%	43,97%	22,80%	10,71%	2,92%	38,22%
3951	2021-10-25T00:00:00	73,31%	44,15%	55,94%	49,59%	16,31%	43,80%	22,75%	11,00%	3,38%	39,05%
3952	2021-10-26T00:00:00	73,23%	43,89%	55,57%	49,27%	16,21%	43,80%	22,65%	10,61%	3,32%	38,68%
3953	2021-10-27T00:00:00	73,16%	43,52%	55,36%	48,95%	16,06%	43,80%	22,44%	10,43%	3,19%	37,31%
3954	2021-10-28T00:00:00	73,01%	43,27%	55,10%	48,78%	15,81%	43,62%	22,33%	10,21%	3,25%	35,71%
3955	2021-10-29T00:00:00	72,93%	42,94%	54,95%	48,46%	15,66%	43,62%	22,27%	10,15%	3,15%	33,84%
3956	2021-10-30T00:00:00	72,86%	42,72%	54,69%	48,14%	15,56%	43,44%	22,07%	10,02%	2,96%	32,39%
3957	2021-10-31T00:00:00	72,71%	42,39%	54,38%	47,97%	15,60%	43,26%	21,94%	9,82%	2,92%	33,23%
3958	2021-01-11T00:00:00	72,56%	42,09%	54,11%	47,65%	15,66%	43,08%	21,81%	9,35%	2,85%	34,02%
3959	2021-02-11T00:00:00	72,34%	41,80%	53,91%	47,33%	15,71%	43,08%	21,81%	8,99%	2,67%	35,07%
3960	2021-03-11T00:00:00	72,41%	41,58%	54,95%	47,17%	15,91%	43,26%	21,94%	9,02%	2,77%	36,02%
3961	2021-04-11T00:00:00	72,04%	41,54%	54,64%	47,01%	16,01%	43,08%	21,88%	9,23%	2,85%	36,88%
3962	2021-05-11T00:00:00	71,67%	41,54%	54,27%	46,69%	16,11%	42,91%	21,68%	8,80%	2,92%	37,83%
3963	2021-06-11T00:00:00	71,37%	41,47%	54,06%	46,21%	16,16%	42,73%	21,62%	8,97%	3,07%	38,54%
3964	2021-07-11T00:00:00	70,93%	41,47%	53,85%	45,89%	16,11%	42,73%	21,50%	9,05%	3,11%	39,31%
